source,country,country_query,country_source,timestamp,author,text,sentiment_label,sentiment_score,aspects,emotion,relevance_kept,engagement,rating,url
youtube,South Africa,South Africa,query,2026-05-23T21:18:27+00:00,@JosipCurlin-kn8ip,Excellent travel guide.,positive,0.8137,,neutral,True,1,,https://www.youtube.com/watch?v=13u-JcPWbkQ&lc=UgyOQ9iscwCFt1Y2HWF4AaABAg
youtube,South Africa,South Africa,content,2026-06-04T17:45:41+00:00,@ursaamajorr,I had a dream I was vacationing in Cape Town last night. I might need to visit one day ❤❤,positive,0.7993,,longing,True,1,,https://www.youtube.com/watch?v=13u-JcPWbkQ&lc=UgzZ-S3-jdLZeHhaxOB4AaABAg
youtube,South Africa,South Africa,query,2026-05-29T00:31:09+00:00,@dongydongydongya8804,Im from North africa nd i really really wish someday i would have chance to visit others africans countries nd honestly i just fall in love with cap town today ..,positive,0.3837,,longing,True,2,,https://www.youtube.com/watch?v=13u-JcPWbkQ&lc=UgyCZ5XegVHgARUffJh4AaABAg
youtube,South Africa,South Africa,query,2026-05-30T04:18:50+00:00,@GeraldinePh,Wow so beautiful ❤watching from hk,positive,0.8325,scenery,excited,True,1,,https://www.youtube.com/watch?v=13u-JcPWbkQ&lc=Ugy1amXb4FQnsqYsF9R4AaABAg
youtube,South Africa,South Africa,query,2026-05-23T17:10:13+00:00,@IngrisGutierrez-h9v,"Nice place ❤wow Africa is big and amazing 🤩. I will like to go one day ,.. blessings 🙏",positive,0.8602,,longing,False,2,,https://www.youtube.com/watch?v=13u-JcPWbkQ&lc=UgxJuZk6XZZ2mQHz1zZ4AaABAg
youtube,South Africa,South Africa,query,2026-05-26T08:56:36+00:00,@sisselnilsen4699,Good video,positive,0.7521,,neutral,False,1,,https://www.youtube.com/watch?v=13u-JcPWbkQ&lc=Ugz0PupHlslScbH7S1F4AaABAg
youtube,South Africa,South Africa,query,2026-05-23T21:07:08+00:00,@SandhiramDebbarma-o8r,I am watching from tripura jampuijala subdivision,neutral,-0.0099,,neutral,True,0,,https://www.youtube.com/watch?v=13u-JcPWbkQ&lc=UgyF2UBeCkYFxDo7lL94AaABAg
youtube,South Africa,South Africa,content,2026-05-28T07:26:43+00:00,@nigelstone2565,we were there in Feb our 7th visit . things to do that are different Meet the penguins at Two Oceans Aquarium you get to meet the Pengunis not for children as they can peck The Heart of Cape Town Museum : see where the 1st heart transplant happend,neutral,0.0018,,neutral,True,0,,https://www.youtube.com/watch?v=13u-JcPWbkQ&lc=UgzjS04E8FamnKNZIdd4AaABAg
youtube,South Africa,South Africa,query,2026-05-24T01:25:47+00:00,@vs123,I like beach,positive,0.4708,scenery,neutral,True,0,,https://www.youtube.com/watch?v=13u-JcPWbkQ&lc=Ugxvxlx7k7nHlo7U-W54AaABAg
youtube,South Africa,South Africa,query,2026-05-29T12:12:24+00:00,@shubhammittal2477,"Hey guys, since we are planning our visit in july first week, can you tell us if ebola is impacting the travel",neutral,-0.0571,,neutral,True,0,,https://www.youtube.com/watch?v=13u-JcPWbkQ&lc=UgzAF0aKJGBAcSSFzA54AaABAg
youtube,South Africa,South Africa,query,2026-05-11T17:15:22+00:00,@lacha608,"I used to really want to go there, but I've heard so many really scary things about the crimes that I let it go ..",negative,-0.8662,,longing,True,0,,https://www.youtube.com/watch?v=13u-JcPWbkQ&lc=UgzsXKBQJS-EutvOthR4AaABAg
youtube_transcript,South Africa,South Africa,content,2015-06-02T16:46:22+00:00,vagabrothers,How's it? We're Marko Alex the Vagabrothers and this week we're talking about Cape Town South Africa Cape Town is one of our favorite cities in the world so we are super stoked to share our top 10 things to do in Cape Town South Africa,positive,0.6386,,neutral,True,0,,https://www.youtube.com/watch?v=a66LSbwbLKs
youtube_transcript,South Africa,South Africa,content,2015-06-02T16:46:22+00:00,vagabrothers,"number one Table Mountain Table Mountain is the symbol of Cape Town a massive plateau overlooking the city below take the cable car up enjoy a sunset cocktail at the mountain top bar number two Lionshead for an active option hike up Lion's Head, Table Mountain's little sister",neutral,0.1977,"scenery,wildlife,transport",neutral,True,0,,https://www.youtube.com/watch?v=a66LSbwbLKs
youtube_transcript,South Africa,South Africa,context,2015-06-02T16:46:22+00:00,vagabrothers,"this 45 minute hike is really popular with locals it's a healthy way start your trip Number three, Llandudno. Next spend the afternoon in Llandudno a gorgeous beach town with beautiful people and great waves But keep your eyes peeled because the waters are sharky.",positive,0.8459,"scenery,hospitality",excited,True,0,,https://www.youtube.com/watch?v=a66LSbwbLKs
youtube_transcript,South Africa,South Africa,context,2015-06-02T16:46:22+00:00,vagabrothers,"Number four, cage diving. sharks have a bad rep dispel the myths and learn about Great Whites first-hand but hopping in the water with them dives take place three hours from Capetown shark alley which has the highest concentration of great white sharks in the world",negative,-0.2407,water,neutral,False,0,,https://www.youtube.com/watch?v=a66LSbwbLKs
youtube_transcript,South Africa,South Africa,content,2015-06-02T16:46:22+00:00,vagabrothers,Number five wine tasting Capetown's Mediterranean climate makes it perfect for cultivating wine especially South Africa's own Pinotage grape many wineries have been around for centuries and most offer tastings paired with incredible food Number six Chapman's Peak Road,positive,0.7334,"food,transport,weather",excited,True,0,,https://www.youtube.com/watch?v=a66LSbwbLKs
youtube_transcript,South Africa,South Africa,content,2015-06-02T16:46:22+00:00,vagabrothers,take the long way back to Cape Town with a drive down the scenic Chapman's Peak road home to some of the most gorgeous coastline in South Africa for extra fun and style points rent a ride and do it in a motorcycle side car Number seven The Old Biscuit Mill,positive,0.4959,"scenery,transport,housing",excited,True,0,,https://www.youtube.com/watch?v=a66LSbwbLKs
youtube_transcript,South Africa,South Africa,context,2015-06-02T16:46:22+00:00,vagabrothers,"grab lunch at the old biscuit mill a renovated space where artisan food stalls serve top quality cuisine to a stylish and beautiful crowd it's quite ""lekker my china"" Number Eight nightlife when night falls it's time to grab a drink downtown",positive,0.3943,"scenery,food",excited,True,0,,https://www.youtube.com/watch?v=a66LSbwbLKs
youtube_transcript,South Africa,South Africa,content,2015-06-02T16:46:22+00:00,vagabrothers,now most to the bars are located on Long Street but less touristic option is just two streets over on Bree Street Number Nine Mzoli's Place Downtown Cape Town's nice but to experience more of the city head to Mzoli's Place in the township of Guguletu,neutral,0.0611,,neutral,True,0,,https://www.youtube.com/watch?v=a66LSbwbLKs
youtube_transcript,South Africa,South Africa,content,2015-06-02T16:46:22+00:00,vagabrothers,"for Sunday Braai, it's basically a backyard barbecue meet's a street party and trust us if there's one experience you gotta have it's a Sunday braai at Mzoli's Place Number Ten Robben Island for a more sobering experience",negative,-0.6041,"scenery,food",neutral,True,0,,https://www.youtube.com/watch?v=a66LSbwbLKs
youtube_transcript,South Africa,South Africa,content,2015-06-02T16:46:22+00:00,vagabrothers,pay a visit to Robben Island where Nelson Mandela was imprisoned from 1964 to 1990 it's a good place to learn about the history of apartheid and South Africa's continuing struggle for racial and social justice well those are our recommendations on Cape Town,positive,0.1536,scenery,neutral,True,0,,https://www.youtube.com/watch?v=a66LSbwbLKs
youtube_transcript,South Africa,South Africa,context,2015-06-02T16:46:22+00:00,vagabrothers,what are yours if you're from there or you've been before make sure that you leave your tips and advice in the comment box below Also if you haven't seen our previous videos from Cape Town there'll be a link in the end boards right after this so as always,neutral,0.0329,,neutral,True,0,,https://www.youtube.com/watch?v=a66LSbwbLKs
youtube_transcript,South Africa,South Africa,context,2015-06-02T16:46:22+00:00,vagabrothers,don't forget to give the video a thumbs up share with your friends and subscribe to Vagabrothers for new travel videos every Tuesday,positive,0.4974,,neutral,True,0,,https://www.youtube.com/watch?v=a66LSbwbLKs
youtube_transcript,South Africa,South Africa,query,2015-07-13T08:20:38+00:00,South Africa travel guides,[Music] thank you [Music] thank you foreign [Music] [Music] thank you [Music] [Music] foreign [Music] [Music] [Music] foreign [Music],neutral,0.0794,,neutral,False,0,,https://www.youtube.com/watch?v=K3X9DPJekqM
youtube_transcript,South Africa,South Africa,context,2015-07-06T12:46:10+00:00,iflymagazine,"We have so much. There's the mountains, the beaches, we have more of the city life... ...like five different countries all within walking distance. My name is Nicki, I am a designer and I've got two children. We live in Hout Bay. I have a homeware company called Love Milo.",neutral,0.2578,scenery,neutral,True,0,,https://www.youtube.com/watch?v=1mD6uSnAn6g
youtube_transcript,South Africa,South Africa,content,2015-07-06T12:46:10+00:00,iflymagazine,"Love Milo is a homeware design and deco brand... ...that uses only sustainable materials... ...and is nature-inspired. Here we're in Cape Town, standing on Signal Hill... ...looking over the Cape Town CBD, which is the central area of Cape Town... ...the belly of Table Mountain.",positive,0.4411,scenery,neutral,True,0,,https://www.youtube.com/watch?v=1mD6uSnAn6g
youtube_transcript,South Africa,South Africa,content,2015-07-06T12:46:10+00:00,iflymagazine,"What I love most about Cape Town is the diversity of the people. It's a huge variety of different people that live here, from a very large range of cultures. Everybody just kind of lives together and appreciates one another's cultures. It's very special. It's cool.",positive,0.84,hospitality,neutral,True,0,,https://www.youtube.com/watch?v=1mD6uSnAn6g
youtube_transcript,South Africa,South Africa,content,2015-07-06T12:46:10+00:00,iflymagazine,"In Cape Town we've always been quite aware of sustainability... ...because we have so much nature around us. The food reflects the people of Cape Town... ...with its differences and uniqueness. A lot of it is local. Local produce, vegetables, fruits.",positive,0.5065,"scenery,food,hospitality",neutral,True,0,,https://www.youtube.com/watch?v=1mD6uSnAn6g
youtube_transcript,South Africa,South Africa,content,2015-07-06T12:46:10+00:00,iflymagazine,"A lot of very nice produce here. This is the Oranjezicht market. It's located on the residential property of the Premier of the Western Cape, Helen Zille. It actually used to be on a heritage site, so they couldn't have it there anymore.",neutral,0.0334,,neutral,True,0,,https://www.youtube.com/watch?v=1mD6uSnAn6g
youtube_transcript,South Africa,South Africa,context,2015-07-06T12:46:10+00:00,iflymagazine,"Helen Zille actually decided to have the market here. She's actually a really, really cool chick. She really is. It's cool, eh? This is definitely my favourite part of the weekend. You'll find the best produce, the most beautiful vegetables and fruits.",positive,0.8269,scenery,excited,True,0,,https://www.youtube.com/watch?v=1mD6uSnAn6g
youtube_transcript,South Africa,South Africa,content,2015-07-06T12:46:10+00:00,iflymagazine,"And little special treats to use for lunch on a Saturday or Sunday. My studio's located in Woodstock. It's an area of Cape Town that has got a lot of history. It's got a lot of rough edges, a lot of beautiful street art...",positive,0.6703,scenery,excited,True,0,,https://www.youtube.com/watch?v=1mD6uSnAn6g
youtube_transcript,South Africa,South Africa,context,2015-07-06T12:46:10+00:00,iflymagazine,"...but also a lot of new trendy art studios and galleries. This is one of my favourites: What If The World. We're at the Biscuit Mill, which is an old flower mill. They've converted it into various retail shops, really cool little shops, and restaurants.",positive,0.7594,food,neutral,False,0,,https://www.youtube.com/watch?v=1mD6uSnAn6g
youtube_transcript,South Africa,South Africa,context,2015-07-06T12:46:10+00:00,iflymagazine,"They have an amazing market on Saturday. We're in Kalk Bay Harbour, which is one of my best places to come on a Saturday. To come here on the weekend is a really nice thing to do with your family or your friends.",positive,0.9094,,excited,False,0,,https://www.youtube.com/watch?v=1mD6uSnAn6g
youtube_transcript,South Africa,South Africa,context,2015-07-06T12:46:10+00:00,iflymagazine,"There are beautiful restaurants and it's also really photogenic to come and take pictures... ...or take your kids fishing. It's is one of my favourite things to do. Behind me is one of my favourite restaurants, Harbour House.",positive,0.8716,"scenery,food",excited,True,0,,https://www.youtube.com/watch?v=1mD6uSnAn6g
youtube_transcript,South Africa,South Africa,context,2015-07-06T12:46:10+00:00,iflymagazine,"It's got an incredible view, it's literally right on the water... and the food is unbelievable. Really beautiful fresh fish... ...and unbelievable views, with the water that literally comes scratching against the window.",positive,0.8421,"scenery,food,water",excited,True,0,,https://www.youtube.com/watch?v=1mD6uSnAn6g
youtube_transcript,South Africa,South Africa,context,2015-07-06T12:46:10+00:00,iflymagazine,"We've seen a lot of beautiful places, starting off in Woodstock, to the market, to Kalk Bay. We're now in Bree Street at one of my favourite places to go for cocktails with my friends. It's called Orphanage. There is a ton more to see, so I would highly recommend coming here.",positive,0.8636,scenery,excited,True,0,,https://www.youtube.com/watch?v=1mD6uSnAn6g
youtube_transcript,South Africa,South Africa,content,2015-07-06T12:46:10+00:00,iflymagazine,This is just a tiny taste of what Cape Town has to offer. In Afrikaans we would say: Gesondheid.,neutral,0.1723,,neutral,True,0,,https://www.youtube.com/watch?v=1mD6uSnAn6g
youtube_transcript,South Africa,South Africa,context,2015-10-23T14:21:36+00:00,wocomoTRAVEL,"Welcome to 3D Planet, I’m Katrina Hobbs. The African spirit brings to mind vast tribal cultures, amazing wildlife and unsolved mysteries. To enjoy our 3D Planet perspective, just remember to put on your 3D glasses every time you see the 3D symbol showing.",positive,0.648,wildlife,excited,True,0,,https://www.youtube.com/watch?v=xTwo2Z2Ka8c
youtube_transcript,South Africa,South Africa,content,2015-10-23T14:21:36+00:00,wocomoTRAVEL,"South Africa is a country full of contrasts. At the southern tip of the continent, you’ll discover a wide range of racial diversity. There are 11 official languages, however Africans and English are the two most common.",neutral,0.2292,,neutral,True,0,,https://www.youtube.com/watch?v=xTwo2Z2Ka8c
youtube_transcript,South Africa,South Africa,content,2015-10-23T14:21:36+00:00,wocomoTRAVEL,"South Africa offers the visitor a breathtaking selection of rare species. It’s possible to observe all of the continents’ wild-life within South Africa’s many national parks. Incredible landscapes await us, from the vast planes in the north, to the coastal regions of Cape Town.",positive,0.7018,,excited,True,0,,https://www.youtube.com/watch?v=xTwo2Z2Ka8c
youtube_transcript,South Africa,South Africa,content,2015-10-23T14:21:36+00:00,wocomoTRAVEL,"The two main tribes in South African are the Sotho and the Nguni. Only 15% of the population is of European descent. In Cape Town and the surrounding areas, you can find romantic coves and long white sandy beaches. St. James and Muizenberg",neutral,0.0065,scenery,neutral,True,0,,https://www.youtube.com/watch?v=xTwo2Z2Ka8c
youtube_transcript,South Africa,South Africa,content,2015-10-23T14:21:36+00:00,wocomoTRAVEL,"still remain relatively untouched. South Africa and sharks. For many visitors these two notions are inseparable. In Cape Town’s huge aquarium, it’s possible to experience these ocean predators first hand. South Africa lies on the southernmost point of the African continent.",positive,0.2105,,neutral,True,0,,https://www.youtube.com/watch?v=xTwo2Z2Ka8c
youtube_transcript,South Africa,South Africa,content,2015-10-23T14:21:36+00:00,wocomoTRAVEL,"Bordered by the Indian Ocean on the southern and eastern coasts and the Atlantic on the west coast. We begin our adventure some 5 hours south of Johannesburg – away from civilization. To this day, South Africa still remains a land full of mystery. A country",neutral,-0.0734,,neutral,True,0,,https://www.youtube.com/watch?v=xTwo2Z2Ka8c
youtube_transcript,South Africa,South Africa,context,2015-10-23T14:21:36+00:00,wocomoTRAVEL,"of sorcery and superstition. Firmly rooted in the African culture is the belief in psychic powers. Myths, witches covens and voodoo magic are a part of everyday life for many locals. The ‚Cave of Fertitlity’ is a place where myth and reality converge. This enormous canyon,",neutral,0.1865,hospitality,neutral,False,0,,https://www.youtube.com/watch?v=xTwo2Z2Ka8c
youtube_transcript,South Africa,South Africa,content,2015-10-23T14:21:36+00:00,wocomoTRAVEL,"the largest in the southern hemisphere, lies south of Johannesburg, deep within the Maluti mountain ranges. With a Jeep and our guide Tabeo we set off to discover the secluded cave. After a long and exhaustive drive through",neutral,0.197,"scenery,transport",neutral,True,0,,https://www.youtube.com/watch?v=xTwo2Z2Ka8c
youtube_transcript,South Africa,South Africa,context,2015-10-23T14:21:36+00:00,wocomoTRAVEL,"almost impassable terrain, we arrive at the area where we believe the cave to be. As Tabeo and I descend, we are approached by the ‚Singoma’, Sabbii. Maybe it’s your dead grandmother or your grandfather that you hear. He comes to you and tells you who he is and where he",neutral,0.0269,,neutral,False,0,,https://www.youtube.com/watch?v=xTwo2Z2Ka8c
youtube_transcript,South Africa,South Africa,context,2015-10-23T14:21:36+00:00,wocomoTRAVEL,"lives. And he tells you what he wants from you. What he want you to do for him. And you do that you get luck. She tells us, that the ancestral sprits had anticipated our arrival. Sabbii, also says that our ancestral spirits offer advice. I’m supposed to get my misgivings",neutral,0.0901,,neutral,False,0,,https://www.youtube.com/watch?v=xTwo2Z2Ka8c
youtube_transcript,South Africa,South Africa,context,2015-10-23T14:21:36+00:00,wocomoTRAVEL,"under control, before I’m welcomed into the cave. After the ritualistic cleansing, Sabbii takes us into the ‚Singoma’, realm. The descent into the cave is extremely steep and not without its dangers. There are deadly snakes, which Sabbii describes as the ‚watchmen",negative,-0.2468,,neutral,False,0,,https://www.youtube.com/watch?v=xTwo2Z2Ka8c
youtube_transcript,South Africa,South Africa,context,2015-10-23T14:21:36+00:00,wocomoTRAVEL,"of the cave’. The ‚Singoma’s, only come to this area when they are called by their ancestors. After a few days, weeks or sometimes even years, they can return once more to their normal lives. This is 43 year old Sabbii’s third time here. She’s earned the title",neutral,-0.0209,,neutral,False,0,,https://www.youtube.com/watch?v=xTwo2Z2Ka8c
youtube_transcript,South Africa,South Africa,context,2015-10-23T14:21:36+00:00,wocomoTRAVEL,"of the ‚High Priestess’, for her ability to converse with the dead. Whilst the witchdoctors slaughters the animal, the participants pray to it for forgiveness, in order to protect themselves and their families. They chant incantations for the soul of the sacrificed animal.",negative,-0.2179,wildlife,neutral,False,0,,https://www.youtube.com/watch?v=xTwo2Z2Ka8c
youtube_transcript,South Africa,South Africa,content,2015-10-23T14:21:36+00:00,wocomoTRAVEL,"The people here believe that once the heart is buried, the soul will go on forever. Here, when you light a candle you can wish for anything you desire.. We are now leaving the mystical world of the north and travelling south towards Cape Town.",positive,0.3837,hospitality,neutral,True,0,,https://www.youtube.com/watch?v=xTwo2Z2Ka8c
youtube_transcript,South Africa,South Africa,content,2015-10-23T14:21:36+00:00,wocomoTRAVEL,"Cape town. This city is one of the most beautiful metropolises in the world. On the one hand, you have extraordinary mountain ranges, yet nearby lie the white sandy beaches and the surrounding Indian Ocean. Cape Town is an exciting melting pot, containing over 3 million",positive,0.7595,scenery,excited,True,0,,https://www.youtube.com/watch?v=xTwo2Z2Ka8c
youtube_transcript,South Africa,South Africa,content,2015-10-23T14:21:36+00:00,wocomoTRAVEL,"people of diverse race and culture, and is one of South Africa’s major cities. Cape Town’s history began in 1652, with the establishment of a provisions store for the fishermen. ‚Company’s Garden’, is a 5 1/2",neutral,0.2025,hospitality,neutral,True,0,,https://www.youtube.com/watch?v=xTwo2Z2Ka8c
youtube_transcript,South Africa,South Africa,context,2015-10-23T14:21:36+00:00,wocomoTRAVEL,"hectare botanical garden. It is a wonderful area for strolling and offers a shady refuge on hot summer days. One time diamond dealer and Prime Minister of the Cape’s colonies, Cecil Rhodes planted a vegetable garden here to provide the passing fishermen with fresh local produce.",positive,0.6821,weather,neutral,False,0,,https://www.youtube.com/watch?v=xTwo2Z2Ka8c
youtube_transcript,South Africa,South Africa,content,2015-10-23T14:21:36+00:00,wocomoTRAVEL,"The waterfront was the center for fish trading and for small fishing industry. Today, Cape Town’s waterfront is still bordered by two very old docks. Cape Town’s modern harbour is one of its major tourist attractions,",neutral,0.314,,neutral,True,0,,https://www.youtube.com/watch?v=xTwo2Z2Ka8c
youtube_transcript,South Africa,South Africa,content,2015-10-23T14:21:36+00:00,wocomoTRAVEL,"but if you want to take a step back in time, come just half an hour out of town with me, to the city of Kalk Bay, where the real fishermen work. 50 years ago, the small fishing village of ‚Kalk Bay’, was known as the ‚small brother’ to Cape Town’s ‚Waterfront’.",neutral,0.0254,,neutral,True,0,,https://www.youtube.com/watch?v=xTwo2Z2Ka8c
youtube_transcript,South Africa,South Africa,content,2015-10-23T14:21:36+00:00,wocomoTRAVEL,"Amateur fishermen would set sail from here leaving their worries behind. But they soon found themselves in hot demand. These days ‚Kalk Bay’, has a thriving fishing industry supplying many of Cape Town’s top restaurants. The best time to buy fresh fish is strangely enough",negative,-0.0181,"food,weather",excited,True,0,,https://www.youtube.com/watch?v=xTwo2Z2Ka8c
youtube_transcript,South Africa,South Africa,content,2015-10-23T14:21:36+00:00,wocomoTRAVEL,"mid-day. This is when the fishing boots return to the harbor, after the night-shift. The ‚Drum-Kids’, from Cape Town have turned their backs on a life on the streets. They sing and they drum for Africa. ‚Table mountain’, is not only the most prominent landmark in Cape Town,",neutral,-0.0325,scenery,neutral,True,0,,https://www.youtube.com/watch?v=xTwo2Z2Ka8c
youtube_transcript,South Africa,South Africa,content,2015-10-23T14:21:36+00:00,wocomoTRAVEL,"it’s also a symbol of achievement for many adventurers. Well, this is one way to get over a fear of heights. This abseil point is the highest in the world, it’s ‘Table mountain’, in South Africa. Wish me luck. I just don’t look down.",positive,0.458,scenery,fearful,True,0,,https://www.youtube.com/watch?v=xTwo2Z2Ka8c
youtube_transcript,South Africa,South Africa,content,2015-10-23T14:21:36+00:00,wocomoTRAVEL,"‚Table mountain’, is 1085 meters high and the abseil run is a frightening 113 meters drop. You're going have to see this. This is someone who is really scared of heights. I was okay with the climbing rock part, but when you drop into a sheer nothingness.",negative,-0.7367,scenery,fearful,True,0,,https://www.youtube.com/watch?v=xTwo2Z2Ka8c
youtube_transcript,South Africa,South Africa,context,2015-10-23T14:21:36+00:00,wocomoTRAVEL,"It took everything for me to get down here. But man, the view was worth it. I tell you, this is incredible. And I did the highest point in the world. I still can’t even move...but I did it.",positive,0.8026,scenery,excited,False,0,,https://www.youtube.com/watch?v=xTwo2Z2Ka8c
youtube_transcript,South Africa,South Africa,context,2015-10-23T14:21:36+00:00,wocomoTRAVEL,"From the top of the mountain to the ocean floor. The underwater world along the south coast of Africa is as incredible as it is diverse. Alongside numerous species of fish, you’ll also find many sharks.",positive,0.6599,scenery,excited,False,0,,https://www.youtube.com/watch?v=xTwo2Z2Ka8c
youtube_transcript,South Africa,South Africa,content,2015-10-23T14:21:36+00:00,wocomoTRAVEL,"And for those of us who’d rather not encounter these predators in the open sea, it’s possible to get get close to them in Cape Town’s aquarium. I’m just going to cover every part of my body that I can, because apparently the sharks are really hungry.",negative,-0.2375,,neutral,True,0,,https://www.youtube.com/watch?v=xTwo2Z2Ka8c
youtube_transcript,South Africa,South Africa,context,2015-10-23T14:21:36+00:00,wocomoTRAVEL,"Normally these peaceful ‚Grey-Nurse’, sharks, don’t attack humans. However, when provoked, like any animal, they will defend themselves. The ‚Two Oceans Aquarium’ consists of two separate tanks. The ‚Kelp Forest’ tank is the perfect representation of the natural environment",negative,-0.2951,wildlife,neutral,False,0,,https://www.youtube.com/watch?v=xTwo2Z2Ka8c
youtube_transcript,South Africa,South Africa,context,2015-10-23T14:21:36+00:00,wocomoTRAVEL,"found in the Atlantic Ocean. There are over 500 different species of fish living in this underwater world. In the predator’s tank, the sea life is from the warmer Indian Ocean. Apart from sharks, you’ll find ‚Tuna’ an ,Bull rays'. The sharks however, are only fed once a week.",neutral,-0.1853,,neutral,False,0,,https://www.youtube.com/watch?v=xTwo2Z2Ka8c
youtube_transcript,South Africa,South Africa,context,2015-10-23T14:21:36+00:00,wocomoTRAVEL,"That was an experience, a real experience. It was the closest I’ve ever been to a shark. I’d never seen sharks up close before, I’d never seen sharks in the wild before, and these guys were really",positive,0.7141,,neutral,True,0,,https://www.youtube.com/watch?v=xTwo2Z2Ka8c
youtube_transcript,South Africa,South Africa,context,2015-10-23T14:21:36+00:00,wocomoTRAVEL,"hungry – twists and turns, but they’re incredibly beautiful creatures. And hey, we’re in their domain, and they put up with us, which was very good. I’m glad. Only one hour from Cape Town lies Boulders Bay. Here you’ll find one of the cutest animals in the world:",positive,0.6728,"scenery,wildlife",excited,True,0,,https://www.youtube.com/watch?v=xTwo2Z2Ka8c
youtube_transcript,South Africa,South Africa,context,2015-10-23T14:21:36+00:00,wocomoTRAVEL,"the Penguin. They live and breed here without a care in the world. When food became scarce at their former habitat on nearby ‚Robin Island’, these glass-eye Penguins relocated to ‚Simon’s Town’. The ‘Cape Peninsula National Park’ at Boulders, is one of the few places in the world",neutral,-0.2709,"scenery,food",neutral,False,0,,https://www.youtube.com/watch?v=xTwo2Z2Ka8c
youtube_transcript,South Africa,South Africa,context,2015-10-23T14:21:36+00:00,wocomoTRAVEL,"where you can get up close and personal with penguins. A few years ago however, the locals faced somewhat of a penguin threat. In search of food, these little, tuxedoed waddles’, trampled without a care through gardens, surrounding houses and even entered private kitchens.",negative,-0.4692,"food,hospitality",neutral,False,0,,https://www.youtube.com/watch?v=xTwo2Z2Ka8c
youtube_transcript,South Africa,South Africa,content,2015-10-23T14:21:36+00:00,wocomoTRAVEL,"Along the renowned ‚Garden Route’ and only a two hour drive east of Cape Town, we arrive in Stellenbosch. It was here about 200 years ago, that the history of South African wine began. ‚Constancia’, is one of the most renowned vineyards",neutral,0.3182,"food,transport",neutral,True,0,,https://www.youtube.com/watch?v=xTwo2Z2Ka8c
youtube_transcript,South Africa,South Africa,content,2015-10-23T14:21:36+00:00,wocomoTRAVEL,"in South Africa. The conditions here are ideal for wine cultivation: the climate, soil and its southerly location. The ‚Constancia’ wine tour took us to the traditionally rich vineyards of Buitewerwachting and Zeeivenwacht. A paradise for each and every wine lover.",positive,0.3786,"food,weather",neutral,True,0,,https://www.youtube.com/watch?v=xTwo2Z2Ka8c
youtube_transcript,South Africa,South Africa,content,2015-10-23T14:21:36+00:00,wocomoTRAVEL,"Zeeivenwacht is one of the most picturesque vineyards in this entire region. But Stellenbosch boasts over 40 vineyards, so you can really enjoy a day of wine tasting. Around 300 years ago, Simon van der Steel recognized, that South Africa offered excellent growing conditions,",positive,0.7561,food,neutral,True,0,,https://www.youtube.com/watch?v=xTwo2Z2Ka8c
youtube_transcript,South Africa,South Africa,content,2015-10-23T14:21:36+00:00,wocomoTRAVEL,"and ample opportunity for successful wine cultivation. The end of ‚apartheid’ in 1990, also marked the end of racial restriction on vineyard ownership. This along with the lifting of the world-wide ban on south African produce, allowed the indigenous people to",negative,-0.339,"food,hospitality",neutral,True,0,,https://www.youtube.com/watch?v=xTwo2Z2Ka8c
youtube_transcript,South Africa,South Africa,content,2015-10-23T14:21:36+00:00,wocomoTRAVEL,"take part in this flourishing industry. South African wine is now being exported all over the world, to an ever growing number of satisfied customers. The ‚Garden Route’ counts as one of the most beautiful travel routes of the world. It’s 2,500 kilometers long and",positive,0.7521,"scenery,food",excited,True,0,,https://www.youtube.com/watch?v=xTwo2Z2Ka8c
youtube_transcript,South Africa,South Africa,content,2015-10-23T14:21:36+00:00,wocomoTRAVEL,"leads from Cape Town to the east coast of Africa. To this day, ‚Blue Lizard’; the old railway, still transports travelers between, Knysna’ and ,Plettenberg’. A tourist attraction for lovers of nostalgia. The ‚Wilderness National Park’, is a unique recreational",neutral,0.3463,,neutral,True,0,,https://www.youtube.com/watch?v=xTwo2Z2Ka8c
youtube_transcript,South Africa,South Africa,context,2015-10-23T14:21:36+00:00,wocomoTRAVEL,area for fans of watersports and for the whole family. A 40 km long creek branches off and travels through a region that is inaccessible by foot. A small excursion through the park can be a wonderful experience. You’ll find 800 varieties of birds and butterflies.,positive,0.6914,,neutral,True,0,,https://www.youtube.com/watch?v=xTwo2Z2Ka8c
youtube_transcript,South Africa,South Africa,content,2015-10-23T14:21:36+00:00,wocomoTRAVEL,A green oasis on the south coast of Africa. Our journey takes us 100 km’s north-east of the ‚Wilderness Park’. We’re visiting the famous ‚Shamwari Game Reserve’. One of the most beautiful in South Africa.,positive,0.6722,scenery,excited,True,0,,https://www.youtube.com/watch?v=xTwo2Z2Ka8c
youtube_transcript,South Africa,South Africa,content,2015-03-31T14:46:17+00:00,News24,now we have to wrap up but i'm going to put you on the spot here what are your top five things to do in and around cape town let's start with number five is it five being the least or the or the top to do number one is gonna be the best the must do i see so we'll work,neutral,0.0897,,excited,True,0,,https://www.youtube.com/watch?v=_olScD6eF-Q
youtube_transcript,South Africa,South Africa,content,2015-03-31T14:46:17+00:00,News24,better we're working backwards uh look i think for me exploring the coffee shops okay uh love to do love to do great coffee culture in cape town great coffee culture didn't used to be it definitely is now um so that would be number five all right uh take it a step up from that i,positive,0.2943,,neutral,True,0,,https://www.youtube.com/watch?v=_olScD6eF-Q
